stationcode,timepoint,longitude,latitude,pm2_5,pm10,co,no2,so2,o3,o3_8h,aqi,primarypollutant,positionname,area
2266A,2024-11-06T1200,126.9785,46.6365,26,29,0.7,7,2,54,28,38,—,人和东街,绥化市
2267A,2024-11-06T1200,126.964,46.6528,31,38,0.6,8,6,50,26,45,—,党政办公中心,绥化市
2451A,2024-11-06T1200,113.3583,31.7275,47,83,0.8,25,14,103,34,67,颗粒物(PM10),市委党校,随州市
2452A,2024-11-06T1200,113.3833,31.6908,52,72,0.8,29,10,102,42,72,细颗粒物(PM2.5),市林业局,随州市
2453A,2024-11-06T1200,113.3983,31.7308,49,75,0.6,26,11,105,32,68,细颗粒物(PM2.5),市立交桥水厂,随州市
2527A,2024-11-06T1200,105.5453,30.5678,24,24,0.6,15,6,36,28,35,—,石溪浩,遂宁市
2528A,2024-11-06T1200,105.5582,30.5232,—,—,0.4,—,6,34,30,—,—,市监测站,遂宁市
2529A,2024-11-06T1200,105.5861,30.5366,19,37,0.3,20,7,31,27,37,—,行政中心,遂宁市
2530A,2024-11-06T1200,105.5918,30.4728,19,45,0.4,25,6,27,26,45,—,美宁食品公司,遂宁市
2706A,2024-11-06T1200,82.9994,46.7432,11,11,0.0,12,3,21,18,16,—,东门外小游园,塔城地区
1255A,2024-11-06T1200,121.273,28.6459,12,20,—,—,3,87,66,—,—,黄岩环保大楼,台州市
1256A,2024-11-06T1200,121.419,28.6542,3,20,0.4,16,6,105,74,33,—,台州环保大楼,台州市
1257A,2024-11-06T1200,121.377,28.5773,7,24,0.4,14,5,103,78,33,—,路桥田洋王,台州市
3564A,2024-11-06T1200,121.2568,28.6681,7,23,0.3,10,4,95,70,30,—,台州科技职业学院,台州市
1081A,2024-11-06T1200,112.522,37.8873,42,87,1.7,57,29,38,19,69,颗粒物(PM10),尖草坪,太原市
1083A,2024-11-06T1200,112.434,38.0108,28,47,0.5,22,12,50,36,47,—,上兰,太原市
1084A,2024-11-06T1200,112.469,37.7124,36,68,0.9,39,21,52,15,59,颗粒物(PM10),晋源,太原市
1085A,2024-11-06T1200,112.5583,37.7394,44,93,1.4,52,29,39,13,72,颗粒物(PM10),小店,太原市
1086A,2024-11-06T1200,112.5369,37.8692,39,90,1.1,46,20,38,19,70,颗粒物(PM10),桃园,太原市
1087A,2024-11-06T1200,112.57,37.8195,45,91,1.1,41,21,47,18,71,颗粒物(PM10),坞城,太原市
1088A,2024-11-06T1200,112.549,37.9854,58,85,0.6,35,14,51,16,79,细颗粒物(PM2.5),南寨,太原市
3618A,2024-11-06T1200,112.4719,37.7831,34,70,1.4,33,21,61,33,60,颗粒物(PM10),金胜,太原市
4010A,2024-11-06T1200,112.5608,37.8807,36,76,0.9,51,14,40,18,63,颗粒物(PM10),育英中学,太原市
1656A,2024-11-06T1200,117.1437,36.1937,17,39,1.1,23,12,75,33,39,—,监测站,泰安市
1657A,2024-11-06T1200,117.0885,36.2017,16,33,1.2,20,13,80,31,33,—,人口学校,泰安市
1658A,2024-11-06T1200,117.1089,36.1758,24,48,1.3,22,—,—,20,—,—,电力学校,泰安市
3502A,2024-11-06T1200,117.1812,36.2275,22,39,0.8,17,10,78,46,39,—,国网新校,泰安市
3503A,2024-11-06T1200,117.0313,36.2018,19,37,0.9,24,9,—,14,—,—,交通技校,泰安市
3504A,2024-11-06T1200,117.0829,36.13,31,58,1.2,32,11,61,20,54,颗粒物(PM10),山东第一医科大学,泰安市
1206A,2024-11-06T1200,119.905,32.4878,7,19,0.3,17,6,89,46,28,—,公园路,泰州市
1207A,2024-11-06T1200,119.9189,32.4625,9,20,0.5,16,5,90,55,29,—,莲花,泰州市
1209A,2024-11-06T1200,119.888,32.4639,12,21,0.4,15,8,94,45,30,—,留学生创业园,泰州市
2997A,2024-11-06T1200,119.8767,32.3289,14,34,0.4,21,6,93,38,34,—,王营,泰州市
3295A,2024-11-06T1200,120.1259,32.5099,10,18,0.3,12,6,91,47,29,—,姜堰区政府广场,泰州市
3435A,2024-11-06T1200,119.9192,32.4322,10,19,0.3,16,8,92,64,29,—,周山河街区,泰州市
1037A,2024-11-06T1200,118.131,39.6363,10,44,1.2,33,10,45,20,44,—,雷达站,唐山市
1038A,2024-11-06T1200,118.1725,39.6334,14,57,1.1,33,12,44,18,54,颗粒物(PM10),物资局,唐山市
1040A,2024-11-06T1200,118.1705,39.6506,18,46,—,31,10,37,12,—,—,十二中,唐山市
1041A,2024-11-06T1200,118.1869,39.622,16,51,1.1,21,12,42,16,51,颗粒物(PM10),小山,唐山市
3457A,2024-11-06T1200,118.4359,39.2762,3,22,0.3,16,6,57,29,22,—,冀东油田职工医院,唐山市
3575A,2024-11-06T1200,118.09279,39.58089,8,40,1.1,24,13,43,14,40,—,正泰大街热力站,唐山市
3576A,2024-11-06T1200,118.1562,39.8322,11,44,0.9,24,14,45,15,44,—,丰润区政府,唐山市
3577A,2024-11-06T1200,118.43673,39.73809,17,57,0.9,23,13,44,29,54,颗粒物(PM10),金山小学,唐山市
3578A,2024-11-06T1200,118.24498,39.66941,27,46,1.1,28,15,41,18,46,—,政府服务中心,唐山市
3692A,2024-11-06T1200,118.2059,39.6585,14,64,1.2,—,13,43,15,—,—,消防缸窑路中队,唐山市
3693A,2024-11-06T1200,118.1436,39.6202,19,32,1.0,28,—,44,17,—,—,路南电大,唐山市
1015A,2024-11-06T1200,117.1444,39.1661,65,118,1.4,80,15,22,8,88,细颗粒物(PM2.5),勤俭道,天津市
1017A,2024-11-06T1200,117.237,39.1082,76,136,2.0,90,16,24,8,102,细颗粒物(PM2.5),大直沽八号路,天津市
1018A,2024-11-06T1200,117.202,39.0927,—,83,2.1,—,16,25,9,—,—,前进道,天津市
1019A,2024-11-06T1200,117.1837,39.2133,80,149,0.9,100,13,20,8,107,细颗粒物(PM2.5),淮河道,天津市
1021A,2024-11-06T1200,117.307,39.0877,72,135,2.1,78,16,24,7,97,细颗粒物(PM2.5),跃进路,天津市
1023A,2024-11-06T1200,117.707,39.0343,47,91,0.9,66,10,16,9,71,颗粒物(PM10),第四大街,天津市
1024A,2024-11-06T1200,117.457,38.8394,84,131,0.9,53,13,50,14,112,细颗粒物(PM2.5),永明路,天津市
1026A,2024-11-06T1200,117.764,39.1587,24,51,0.7,34,13,30,10,51,颗粒物(PM10),汉北路,天津市
2858A,2024-11-06T1200,117.7918,39.2474,30,65,1.0,45,20,31,17,58,颗粒物(PM10),河西一经路,天津市
2859A,2024-11-06T1200,117.3747,38.9846,74,128,1.7,82,19,30,10,99,细颗粒物(PM2.5),津沽路,天津市
2860A,2024-11-06T1200,117.1589,39.0845,72,115,1.5,93,13,26,8,97,细颗粒物(PM2.5),宾水西道,天津市
2922A,2024-11-06T1200,117.1941,39.1067,71,118,1.9,91,17,23,9,95,细颗粒物(PM2.5),大理道,天津市
3020A,2024-11-06T1200,117.2101,39.1699,64,122,1.3,90,12,26,10,87,细颗粒物(PM2.5),中山北路,天津市
3051A,2024-11-06T1200,117.3876,39.1488,50,101,1.9,72,15,22,7,76,颗粒物(PM10),西四道,天津市
3325A,2024-11-06T1200,117.0365,39.3828,52,95,0.6,68,13,18,10,73,颗粒物(PM10),雍阳西道,天津市
3326A,2024-11-06T1200,117.0296,39.0605,92,159,0.8,79,10,42,12,122,细颗粒物(PM2.5),辛老路,天津市
3327A,2024-11-06T1200,116.9638,38.9375,60,91,0.8,41,12,44,13,82,细颗粒物(PM2.5),地纬路,天津市
3460A,2024-11-06T1200,117.4067,40.0583,21,45,1.4,32,18,47,34,45,—,北环路,天津市
3461A,2024-11-06T1200,117.3045,39.7169,35,66,1.0,39,18,34,12,58,颗粒物(PM10),建设路,天津市
3462A,2024-11-06T1200,117.8199,39.3521,30,70,0.7,29,12,45,18,60,颗粒物(PM10),滨水东路,天津市
2650A,2024-11-06T1200,105.7205,34.5786,30,45,0.5,22,8,25,6,45,—,公园小学,天水市
2651A,2024-11-06T1200,105.8945,34.5538,19,39,0.6,21,12,34,15,39,—,麦积国土局,天水市
2216A,2024-11-06T1200,123.8139,42.3022,12,36,0.5,10,4,54,18,36,—,汇工街西,铁岭市
2217A,2024-11-06T1200,123.8649,42.2923,12,27,0.5,13,5,54,27,27,—,水上乐园,铁岭市
2218A,2024-11-06T1200,123.8486,42.2867,15,23,0.4,13,8,44,18,23,—,银州路东段,铁岭市
2219A,2024-11-06T1200,123.7153,42.2217,19,50,0.7,—,—,49,20,—,—,金沙江路北,铁岭市
2229A,2024-11-06T1200,125.9358,41.7173,3,11,0.6,14,9,54,36,17,—,光明,通化市
2230A,2024-11-06T1200,125.9446,41.7325,11,15,0.5,14,7,54,38,17,—,铁路,通化市
2191A,2024-11-06T1200,122.2532,43.6801,3,25,0.3,7,4,60,32,25,—,艺术职业学校,通辽市
3706A,2024-11-06T1200,122.2584,43.6333,18,23,0.2,12,8,62,37,26,—,老干部活动中心,通辽市
3708A,2024-11-06T1200,122.2922,43.6189,19,—,1.1,10,7,61,39,28,—,东方明珠社区,通辽市
1923A,2024-11-06T1200,109.0697,35.0697,49,69,1.0,26,11,94,29,68,细颗粒物(PM2.5),王益区政府,铜川市
1924A,2024-11-06T1200,108.9344,34.9058,72,100,1.2,36,22,80,50,97,细颗粒物(PM2.5),新区管委会,铜川市
3651A,2024-11-06T1200,108.9543,34.8732,97,127,1.4,29,22,85,55,128,细颗粒物(PM2.5),旺旺集团,铜川市
2285A,2024-11-06T1200,117.8177,30.9412,29,65,0.5,15,7,102,60,58,颗粒物(PM10),市第四中学,铜陵市
2286A,2024-11-06T1200,117.8059,30.9273,23,43,0.5,14,6,—,50,—,—,市公路局,铜陵市
2287A,2024-11-06T1200,117.7807,30.9413,26,40,0.6,15,7,101,64,40,—,市新民污水厂,铜陵市
2288A,2024-11-06T1200,117.7439,30.8792,22,58,0.5,18,5,93,50,54,颗粒物(PM10),市第九中学,铜陵市
2289A,2024-11-06T1200,117.846,30.9413,27,55,0.3,16,8,100,52,53,颗粒物(PM10),车站新区,铜陵市
2290A,2024-11-06T1200,117.8483,30.97,22,60,0.6,14,8,103,58,55,颗粒物(PM10),市职教基地,铜陵市
2585A,2024-11-06T1200,109.1839,27.7344,31,59,0.5,17,2,111,44,55,颗粒物(PM10),铜仁卫校,铜仁市
2586A,2024-11-06T1200,109.1753,27.6944,34,48,0.4,18,4,115,35,49,—,铜仁七中,铜仁市
2686A,2024-11-06T1200,89.1904,42.9418,41,123,1.0,44,8,56,37,87,颗粒物(PM10),市环保局,吐鲁番市
2687A,2024-11-06T1200,89.1673,42.9559,54,156,1.4,64,7,30,18,103,颗粒物(PM10),地区环保局,吐鲁番市
1662A,2024-11-06T1200,122.1214,37.4236,3,7,0.2,7,4,70,62,22,—,华夏技校,威海市
1663A,2024-11-06T1200,122.0508,37.5236,3,7,0.5,2,5,77,72,25,—,山大分校,威海市
1664A,2024-11-06T1200,122.1067,37.5072,3,10,0.4,6,4,68,62,22,—,市监测站,威海市
1982A,2024-11-06T1200,122.0693,37.2174,7,16,0.2,12,8,71,29,23,—,文登开发区,威海市
3505A,2024-11-06T1200,122.1379,37.3414,3,17,0.3,8,4,66,45,21,—,临港区管委会,威海市
1650A,2024-11-06T1200,119.1437,36.7023,23,44,0.5,23,12,74,23,44,—,环保局,潍坊市
2877A,2024-11-06T1200,119.1641,36.6523,17,46,0.6,24,13,70,24,46,—,坊子邮政,潍坊市
3178A,2024-11-06T1200,119.0587,36.721,26,51,0.4,25,12,68,19,51,颗粒物(PM10),潍坊七中,潍坊市
3368A,2024-11-06T1200,119.1977,36.6872,21,46,0.4,22,16,70,21,46,—,高新实验学校,潍坊市
3416A,2024-11-06T1200,119.1755,36.7149,20,53,0.5,23,11,78,30,52,颗粒物(PM10),潍坊学院,潍坊市
3861A,2024-11-06T1200,119.2041,36.7699,29,53,0.7,32,13,66,26,52,颗粒物(PM10),寒亭区实验一小,潍坊市
1939A,2024-11-06T1200,109.4974,34.4877,52,100,0.7,31,16,49,15,75,颗粒物(PM10),日报社,渭南市
1940A,2024-11-06T1200,109.4636,34.493,63,112,0.7,34,17,49,14,85,细颗粒物(PM2.5),体育馆,渭南市
1941A,2024-11-06T1200,109.4259,34.5023,68,86,0.7,30,16,49,15,92,细颗粒物(PM2.5),高新一小,渭南市
1242A,2024-11-06T1200,120.634,28.0089,12,29,0.3,16,7,105,62,33,—,瓯海,温州市
1243A,2024-11-06T1200,120.6748,27.9939,8,22,0.1,6,8,105,72,33,—,南浦,温州市
1244A,2024-11-06T1200,120.76,27.9747,11,22,0.3,12,6,104,79,33,—,龙湾,温州市
1245A,2024-11-06T1200,120.6709,28.0167,11,17,0.3,11,6,96,68,30,—,市站,温州市
3561A,2024-11-06T1200,120.6985,27.9251,12,22,0.3,14,6,105,73,33,—,茶山,温州市
2610A,2024-11-06T1200,104.2533,23.3594,32,47,0.4,11,4,71,45,47,—,州水务局,文山壮族苗族自治州
2611A,2024-11-06T1200,104.2319,23.3892,46,51,0.4,20,6,59,35,64,细颗粒物(PM2.5),市便民服务中心,文山壮族苗族自治州
2187A,2024-11-06T1200,106.8174,39.6973,38,108,2.0,73,46,33,11,79,颗粒物(PM10),市林业局,乌海市
2188A,2024-11-06T1200,106.7907,39.6667,38,78,2.6,61,51,42,17,64,颗粒物(PM10),中海勃湾学校,乌海市
3284A,2024-11-06T1200,106.813,39.7274,34,106,1.9,67,55,41,13,78,颗粒物(PM10),海北新区,乌海市
3621A,2024-11-06T1200,106.8288,39.6778,51,145,1.7,76,59,24,10,98,颗粒物(PM10),聚英学校,乌海市
2197A,2024-11-06T1200,113.1306,40.9923,23,37,0.6,34,13,48,23,37,—,集宁新区,乌兰察布市
3034A,2024-11-06T1200,113.1076,41.0385,30,32,0.6,34,14,47,21,43,—,光明街小学,乌兰察布市
3285A,2024-11-06T1200,113.1376,40.9509,3,49,1.0,31,25,45,14,49,—,北京八中,乌兰察布市
3421A,2024-11-06T1200,113.1775,40.9779,13,38,0.5,24,23,54,20,38,—,市委党校,乌兰察布市
1490A,2024-11-06T1200,87.5801,43.8303,55,118,1.3,57,4,4,6,84,颗粒物(PM10),监测站,乌鲁木齐市
1491A,2024-11-06T1200,87.6046,43.768,37,83,0.4,40,3,52,28,67,颗粒物(PM10),收费所,乌鲁木齐市
1492A,2024-11-06T1200,87.4754,43.9469,70,167,1.7,70,11,8,6,109,颗粒物(PM10),新疆农科院农场,乌鲁木齐市
1493A,2024-11-06T1200,87.5525,43.8711,51,102,0.9,75,4,16,12,76,颗粒物(PM10),铁路局,乌鲁木齐市
1494A,2024-11-06T1200,87.6432,43.831,55,120,0.9,67,3,26,34,85,颗粒物(PM10),三十一中学,乌鲁木齐市
1496A,2024-11-06T1200,87.7216,44.1747,85,118,0.9,51,10,27,10,113,细颗粒物(PM2.5),米东区环保局,乌鲁木齐市
3033A,2024-11-06T1200,87.4651,43.4569,9,22,0.5,7,4,82,66,26,—,培训基地,乌鲁木齐市
3437A,2024-11-06T1200,88.3118,43.3658,12,54,0.3,7,8,84,63,52,颗粒物(PM10),达坂城区环保局,乌鲁木齐市
3438A,2024-11-06T1200,87.6162,43.8801,60,114,1.0,63,—,32,14,—,—,红光山片区,乌鲁木齐市
3439A,2024-11-06T1200,87.7024,43.8004,50,106,0.5,33,10,56,50,78,颗粒物(PM10),新师大温泉校区,乌鲁木齐市
3440A,2024-11-06T1200,87.4921,43.8411,40,94,0.8,63,6,23,39,72,颗粒物(PM10),大绿谷,乌鲁木齐市
1188A,2024-11-06T1200,120.269,31.4867,3,29,0.8,21,9,87,49,29,—,雪浪,无锡市
1189A,2024-11-06T1200,120.275,31.6219,12,40,0.5,17,9,84,41,40,—,黄巷,无锡市
1190A,2024-11-06T1200,120.294,31.56,9,27,0.6,14,10,91,46,29,—,曹张,无锡市
1191A,2024-11-06T1200,120.242,31.5031,14,31,0.8,23,6,87,42,31,—,漆塘,无锡市
1192A,2024-11-06T1200,120.3489,31.5863,7,22,0.6,10,7,90,39,29,—,东亭,无锡市
1193A,2024-11-06T1200,120.354,31.5475,9,27,0.7,7,6,94,52,30,—,旺庄,无锡市
1194A,2024-11-06T1200,120.245,31.5631,17,31,0.7,25,7,78,43,31,—,荣巷,无锡市
1195A,2024-11-06T1200,120.299,31.6817,17,39,0.8,19,11,88,44,39,—,堰桥,无锡市
3428A,2024-11-06T1200,120.3142,31.4753,14,29,0.9,16,7,91,51,29,—,华庄,无锡市
2677A,2024-11-06T1200,106.1532,37.9648,97,141,1.1,42,33,56,18,128,细颗粒物(PM2.5),教育园区,吴忠市
2679A,2024-11-06T1200,106.1856,37.9956,106,152,1.4,46,29,63,21,139,细颗粒物(PM2.5),新区二泵站,吴忠市
3648A,2024-11-06T1200,106.2112,37.9768,85,118,1.3,42,28,67,21,113,细颗粒物(PM2.5),文卫南街,吴忠市
1794A,2024-11-06T1200,118.3606,31.3519,20,32,0.4,21,11,81,43,32,—,监测站,芜湖市
1795A,2024-11-06T1200,118.3714,31.4134,19,25,0.3,19,10,85,42,28,—,科创中心,芜湖市
1796A,2024-11-06T1200,118.3673,31.3131,20,39,0.5,23,11,92,52,39,—,四水厂,芜湖市
3328A,2024-11-06T1200,118.4209,31.3707,16,21,0.5,15,4,89,50,28,—,市气象局,芜湖市
3465A,2024-11-06T1200,118.4781,31.3225,—,—,—,19,10,88,31,—,—,清苑社区,芜湖市
3466A,2024-11-06T1200,118.2746,31.2326,23,49,0.5,20,10,94,52,49,—,扬子职业技术学院,芜湖市
2495A,2024-11-06T1200,111.3014,23.4832,54,68,0.9,6,9,140,113,74,细颗粒物(PM2.5),市逸夫小学,梧州市
2496A,2024-11-06T1200,111.3239,23.4794,57,62,0.8,10,10,142,128,78,细颗粒物(PM2.5),市十一中,梧州市
2497A,2024-11-06T1200,111.247,23.4189,50,87,0.9,11,10,138,104,69,"颗粒物(PM10),细颗粒物(PM2.5)",龙圩,梧州市
2498A,2024-11-06T1200,111.2711,23.4835,46,81,0.7,11,10,146,110,66,颗粒物(PM10),龙新,梧州市
2711A,2024-11-06T1200,87.5475,44.1756,79,131,0.9,34,9,22,4,105,细颗粒物(PM2.5),农水大厦,五家渠市
3441A,2024-11-06T1200,87.546,44.1912,96,136,1.1,45,13,26,6,127,细颗粒物(PM2.5),经开区管委会,五家渠市
1325A,2024-11-06T1200,114.3677,30.5584,27,42,0.8,22,12,114,65,42,—,东湖梨园,武汉市
1326A,2024-11-06T1200,114.2529,30.558,27,53,0.7,23,12,99,61,52,颗粒物(PM10),汉阳月湖,武汉市
1327A,2024-11-06T1200,114.282,30.6189,32,52,0.6,17,11,104,71,51,颗粒物(PM10),汉口花桥,武汉市
1328A,2024-11-06T1200,114.3025,30.5332,35,57,0.9,20,13,106,62,54,颗粒物(PM10),武昌紫阳,武汉市
1329A,2024-11-06T1200,114.3646,30.6217,36,55,0.6,28,13,106,60,53,颗粒物(PM10),青山钢花,武汉市
1330A,2024-11-06T1200,114.1566,30.4825,39,64,0.7,19,13,107,59,57,颗粒物(PM10),沌口新区,武汉市
1331A,2024-11-06T1200,114.3014,30.5944,31,51,0.6,21,10,111,65,51,颗粒物(PM10),汉口江滩,武汉市
1333A,2024-11-06T1200,114.135,30.6319,20,65,0.9,26,12,111,69,58,颗粒物(PM10),吴家山,武汉市
1334A,2024-11-06T1200,113.8454,30.2917,26,—,0.8,20,7,109,46,—,—,沉湖七壕,武汉市
3153A,2024-11-06T1200,114.3877,30.4908,34,41,0.7,25,13,114,70,49,—,民族大道182号,武汉市
2652A,2024-11-06T1200,102.6201,37.9251,28,68,0.8,33,6,47,16,59,颗粒物(PM10),监测站,武威市
3201A,2024-11-06T1200,102.6486,37.9325,49,98,0.7,—,6,46,13,—,—,东关招商场,武威市
1462A,2024-11-06T1200,108.882,34.2749,101,160,1.0,62,8,32,10,133,细颗粒物(PM2.5),高压开关厂,西安市
1463A,2024-11-06T1200,108.993,34.2629,52,122,0.9,60,6,25,6,86,颗粒物(PM10),兴庆小区,西安市
1464A,2024-11-06T1200,109.06,34.2572,72,144,0.8,45,9,41,9,97,"颗粒物(PM10),细颗粒物(PM2.5)",纺织城,西安市
1465A,2024-11-06T1200,108.9356,34.2173,—,—,1.0,—,7,—,2,—,—,小寨,西安市
1466A,2024-11-06T1200,108.954,34.2713,86,152,—,60,7,34,8,114,细颗粒物(PM2.5),市人民体育场,西安市
1467A,2024-11-06T1200,108.8922,34.2322,110,138,0.9,54,8,30,9,144,细颗粒物(PM2.5),高新西区,西安市
1468A,2024-11-06T1200,108.935,34.3474,120,125,0.7,53,7,40,10,158,细颗粒物(PM2.5),经开区,西安市
1469A,2024-11-06T1200,108.906,34.1546,94,170,0.7,63,8,42,14,124,细颗粒物(PM2.5),长安区,西安市
1471A,2024-11-06T1200,109.2186,34.3731,72,142,—,34,9,46,18,—,—,临潼区,西安市
1472A,2024-11-06T1200,108.869,34.378,70,115,0.6,26,3,59,15,94,细颗粒物(PM2.5),草滩,西安市
1473A,2024-11-06T1200,108.985,34.1978,101,158,1.0,58,9,31,8,133,细颗粒物(PM2.5),曲江文化产业集团,西安市
1474A,2024-11-06T1200,109.051,34.3213,85,171,0.8,56,7,35,9,113,细颗粒物(PM2.5),广运潭,西安市
3524A,2024-11-06T1200,108.6116,34.1164,104,138,0.9,36,13,59,20,137,细颗粒物(PM2.5),文体局,西安市
3605A,2024-11-06T1200,109.09,34.5236,65,80,0.7,25,16,71,21,88,细颗粒物(PM2.5),无线电监控中心,西安市
3055A,2024-11-06T1200,101.7775,36.6428,60,89,1.7,36,88,56,16,82,细颗粒物(PM2.5),城北区政府,西宁市
3629A,2024-11-06T1200,101.8305,36.5786,67,101,1.8,48,48,54,26,90,细颗粒物(PM2.5),世纪职校,西宁市
3630A,2024-11-06T1200,101.7413,36.6397,57,82,1.8,39,67,—,11,—,—,师大城西校区,西宁市
2612A,2024-11-06T1200,100.7939,22.0019,23,37,0.7,26,7,35,38,37,—,景洪市江南,西双版纳傣族自治州
2613A,2024-11-06T1200,100.8017,22.0225,11,28,0.8,16,6,44,43,28,—,景洪市江北,西双版纳傣族自治州
3606A,2024-11-06T1200,108.7108,34.46,63,103,0.6,46,13,54,20,85,细颗粒物(PM2.5),北杜,西咸新区
3607A,2024-11-06T1200,108.7096,34.2956,102,126,0.7,54,9,40,16,134,细颗粒物(PM2.5),同德佳苑,西咸新区
3608A,2024-11-06T1200,108.8558,34.4978,56,79,0.5,30,11,67,21,77,细颗粒物(PM2.5),崇文塔,西咸新区
2202A,2024-11-06T1200,116.1042,43.9317,3,13,0.2,6,7,68,40,22,—,市环保监测站,锡林郭勒盟
2203A,2024-11-06T1200,116.0781,43.9311,3,12,0.2,4,8,69,45,22,—,市政府,锡林郭勒盟
1287A,2024-11-06T1200,118.1514,24.4767,19,44,0.4,6,2,105,84,44,—,洪文,厦门市
1288A,2024-11-06T1200,118.0661,24.4444,16,38,0.3,10,1,108,89,38,—,鼓浪屿,厦门市
2842A,2024-11-06T1200,118.0936,24.5058,18,37,0.3,11,—,—,83,—,—,湖里中学,厦门市
3527A,2024-11-06T1200,118.0958,24.5688,13,30,0.2,8,1,103,93,33,—,集美中学,厦门市
3528A,2024-11-06T1200,118.1493,24.7245,16,25,0.3,6,2,110,102,35,—,同安二实小,厦门市
2447A,2024-11-06T1200,114.3175,29.8142,17,—,0.7,17,12,112,100,35,—,森林公园,咸宁市
2448A,2024-11-06T1200,114.3107,29.8454,23,41,0.6,13,8,121,82,41,—,市发改委,咸宁市
2449A,2024-11-06T1200,114.2936,29.8566,21,45,0.6,13,8,123,86,45,—,咸安区政府,咸宁市
3655A,2024-11-06T1200,114.3375,29.8683,24,48,0.5,15,8,127,81,48,—,长江产业园,咸宁市
1919A,2024-11-06T1200,108.673,34.3155,110,139,0.8,42,11,59,22,144,细颗粒物(PM2.5),实验中学,咸阳市
1920A,2024-11-06T1200,108.7233,34.3617,102,108,0.8,34,10,69,22,134,细颗粒物(PM2.5),师范学院,咸阳市
3165A,2024-11-06T1200,108.6594,34.2969,109,155,0.9,50,13,49,17,143,细颗粒物(PM2.5),两寺渡,咸阳市
3525A,2024-11-06T1200,108.6396,34.4078,97,132,0.9,33,18,63,23,128,细颗粒物(PM2.5),奥体中心,咸阳市
1508A,2024-11-06T1200,112.9433,27.8614,31,59,0.4,13,5,118,62,55,颗粒物(PM10),板塘,湘潭市
1511A,2024-11-06T1200,112.9118,27.8403,34,61,0.5,14,6,121,68,56,颗粒物(PM10),市监测站,湘潭市
1512A,2024-11-06T1200,112.8937,27.8728,36,—,0.5,12,5,130,86,52,细颗粒物(PM2.5),江麓,湘潭市
1513A,2024-11-06T1200,112.9227,27.8159,45,—,—,17,—,108,62,—,—,岳塘,湘潭市
1514A,2024-11-06T1200,112.9074,27.9119,35,39,0.3,16,4,122,70,50,—,科大,湘潭市
1562A,2024-11-06T1200,113.0048,27.9153,31,66,0.5,—,—,117,36,—,—,昭山,湘潭市
1564A,2024-11-06T1200,112.4876,27.9164,42,48,0.8,12,6,128,102,59,细颗粒物(PM2.5),韶山,湘潭市
2492A,2024-11-06T1200,109.6414,28.2558,30,73,0.9,9,7,52,22,62,颗粒物(PM10),跃进水库,湘西土家族苗族自治州
2493A,2024-11-06T1200,109.7325,28.3169,54,67,0.6,—,10,109,44,—,—,州政府,湘西土家族苗族自治州
2494A,2024-11-06T1200,109.6958,28.2675,52,68,0.7,22,11,115,51,72,细颗粒物(PM2.5),吉首市计生局,湘西土家族苗族自治州
2432A,2024-11-06T1200,112.155,32.0197,60,114,0.8,31,12,67,32,82,"颗粒物(PM10),细颗粒物(PM2.5)",襄城运动路,襄阳市
2433A,2024-11-06T1200,112.1392,32.0564,66,131,0.5,31,12,66,26,91,颗粒物(PM10),樊城新华路,襄阳市
2434A,2024-11-06T1200,112.1825,32.1142,76,120,0.7,35,10,72,23,102,细颗粒物(PM2.5),高新管委会,襄阳市
2435A,2024-11-06T1200,112.2106,32.0903,78,118,0.8,32,12,71,27,104,细颗粒物(PM2.5),襄州航空路,襄阳市
3396A,2024-11-06T1200,112.0828,32.0067,60,100,0.8,24,13,76,36,82,细颗粒物(PM2.5),襄城隆中路,襄阳市
3397A,2024-11-06T1200,112.1214,32.1008,52,128,0.6,27,11,69,25,89,颗粒物(PM10),高新台子湾,襄阳市
2443A,2024-11-06T1200,113.9153,30.9285,43,63,0.7,23,13,112,62,60,细颗粒物(PM2.5),文化路,孝感市
2444A,2024-11-06T1200,113.942,30.9075,39,77,0.9,29,15,110,55,64,颗粒物(PM10),东城区,孝感市
2181A,2024-11-06T1200,112.7383,38.4519,—,—,0.6,43,—,37,15,—,—,开发区,忻州市
2182A,2024-11-06T1200,112.7003,38.4928,41,74,0.9,41,17,31,12,62,颗粒物(PM10),会展中心,忻州市
3208A,2024-11-06T1200,112.7283,38.4153,28,69,0.6,34,17,45,18,60,颗粒物(PM10),市政府,忻州市
2389A,2024-11-06T1200,113.836,35.311,53,94,0.3,24,4,68,18,73,细颗粒物(PM2.5),环保西院,新乡市
2390A,2024-11-06T1200,113.884,35.272,56,94,—,24,—,76,16,—,—,开发区,新乡市
2391A,2024-11-06T1200,113.883,35.303,54,70,0.4,—,—,75,19,—,—,环保东院,新乡市
3054A,2024-11-06T1200,113.9194,35.2847,49,68,0.5,31,5,74,19,68,细颗粒物(PM2.5),市委党校,新乡市
3475A,2024-11-06T1200,113.9188,35.3045,67,96,0.4,24,7,73,17,90,细颗粒物(PM2.5),市政府,新乡市
3476A,2024-11-06T1200,113.9135,35.3327,45,75,0.7,26,7,77,19,63,"颗粒物(PM10),细颗粒物(PM2.5)",河师大,新乡市
3689A,2024-11-06T1200,113.9003,35.372,48,85,0.7,41,6,62,13,68,颗粒物(PM10),行政服务中心,新乡市
