stationcode,timepoint,longitude,latitude,pm2_5,pm10,co,no2,so2,o3,o3_8h,aqi,primarypollutant,positionname,area
1277A,2024-11-06T1200,117.3027,31.7964,24,63,0.6,25,8,78,30,57,颗粒物(PM10),包河区,合肥市
1278A,2024-11-06T1200,117.2776,31.7385,19,58,—,16,14,80,43,—,—,滨湖新区,合肥市
1279A,2024-11-06T1200,117.1318,31.8403,26,61,0.7,23,3,80,50,56,颗粒物(PM10),高新区,合肥市
3464A,2024-11-06T1200,117.3803,31.9147,—,—,—,—,8,88,38,—,—,高教基地,合肥市
3614A,2024-11-06T1200,79.924,37.0877,53,215,0.3,20,10,68,58,133,颗粒物(PM10),地区环保局,和田地区
3615A,2024-11-06T1200,79.9131,37.113,60,186,5.1,35,13,48,34,118,颗粒物(PM10),市环保局,和田地区
2516A,2024-11-06T1200,108.2011,24.715,39,69,0.7,8,5,126,64,60,颗粒物(PM10),东仁乐园,河池市
2517A,2024-11-06T1200,108.0497,24.6947,47,81,0.6,13,10,134,59,66,颗粒物(PM10),市环保站,河池市
2518A,2024-11-06T1200,108.0983,24.6989,46,73,0.7,14,—,126,52,—,—,市疾控中心,河池市
1696A,2024-11-06T1200,114.6778,23.7569,34,48,0.7,10,8,119,108,49,—,源西,河源市
1697A,2024-11-06T1200,114.6944,23.7586,37,51,0.7,13,5,131,120,53,细颗粒物(PM2.5),东埔,河源市
1698A,2024-11-06T1200,114.6892,23.7233,38,55,0.7,11,5,132,117,54,细颗粒物(PM2.5),老城,河源市
1718A,2024-11-06T1200,115.4208,35.2464,41,90,0.6,26,8,88,41,70,颗粒物(PM10),气象局,菏泽市
1719A,2024-11-06T1200,115.4747,35.2375,41,80,0.5,23,11,86,42,65,颗粒物(PM10),市政协,菏泽市
3374A,2024-11-06T1200,115.5564,35.0891,39,68,0.3,29,12,71,32,59,颗粒物(PM10),定陶老年大学,菏泽市
3647A,2024-11-06T1200,115.4702,35.2706,40,79,0.4,31,11,86,47,65,颗粒物(PM10),菏泽医专,菏泽市
2514A,2024-11-06T1200,111.5264,24.4172,70,83,0.9,14,7,145,100,94,细颗粒物(PM2.5),环保小区,贺州市
2515A,2024-11-06T1200,111.5608,24.4078,55,80,0.8,13,9,148,91,75,细颗粒物(PM2.5),政协大楼,贺州市
3534A,2024-11-06T1200,111.4744,24.4553,64,87,0.7,14,8,135,100,87,细颗粒物(PM2.5),西湾,贺州市
2385A,2024-11-06T1200,114.17,35.9019,46,94,0.4,34,12,67,17,72,颗粒物(PM10),市监测站,鹤壁市
2386A,2024-11-06T1200,114.2956,35.7511,46,87,0.7,26,11,71,17,69,颗粒物(PM10),市交警支队,鹤壁市
2387A,2024-11-06T1200,114.2878,35.7306,52,102,—,21,—,74,19,—,—,迎宾馆,鹤壁市
3474A,2024-11-06T1200,114.2617,35.6822,60,85,0.6,26,10,72,19,82,细颗粒物(PM2.5),大新区,鹤壁市
3596A,2024-11-06T1200,114.1572,35.9603,62,81,0.6,22,14,71,33,84,细颗粒物(PM2.5),南山宾馆,鹤壁市
2244A,2024-11-06T1200,130.2537,47.3416,7,—,0.4,1,13,60,49,19,—,哈啤分公司,鹤岗市
2245A,2024-11-06T1200,130.2684,47.3086,3,9,0.2,4,10,59,49,19,—,斯达机电,鹤岗市
2246A,2024-11-06T1200,130.3114,47.3388,13,16,0.4,2,10,58,49,19,—,东山纸板厂,鹤岗市
2247A,2024-11-06T1200,130.1097,47.3382,8,8,0.6,3,8,71,62,23,—,五号水库,鹤岗市
2263A,2024-11-06T1200,127.4833,50.2524,12,16,0.3,5,7,48,41,18,—,交通局,黑河市
2264A,2024-11-06T1200,127.5144,50.2341,—,—,0.3,4,—,48,49,—,—,环保局,黑河市
2265A,2024-11-06T1200,127.5291,50.2472,17,58,0.5,15,15,37,37,54,颗粒物(PM10),大黑河岛,黑河市
1074A,2024-11-06T1200,115.6838,37.7541,25,64,0.4,19,10,84,36,57,颗粒物(PM10),电机北厂,衡水市
1075A,2024-11-06T1200,115.6303,37.7316,28,61,0.4,29,13,84,36,56,颗粒物(PM10),市监测站,衡水市
3188A,2024-11-06T1200,115.6683,37.7217,29,66,0.4,21,—,82,26,—,—,市城管局,衡水市
3459A,2024-11-06T1200,115.5989,37.5491,39,68,0.5,25,16,78,24,59,颗粒物(PM10),地表水厂,衡水市
2456A,2024-11-06T1200,112.5003,26.9167,34,66,—,—,16,96,63,—,—,原169医院,衡阳市
2457A,2024-11-06T1200,112.6194,26.9258,48,69,0.7,5,9,125,67,67,细颗粒物(PM2.5),衡阳化工总厂,衡阳市
2458A,2024-11-06T1200,112.6211,26.8956,44,59,0.8,16,10,127,74,62,细颗粒物(PM2.5),珠晖区环保局,衡阳市
2459A,2024-11-06T1200,112.6197,26.8733,29,61,0.8,—,10,131,86,—,—,市委党校,衡阳市
2460A,2024-11-06T1200,112.6006,26.8919,43,74,0.8,13,12,131,88,62,颗粒物(PM10),市监测站,衡阳市
2461A,2024-11-06T1200,112.5664,26.9056,48,52,0.8,13,8,131,74,67,细颗粒物(PM2.5),真空机电公司,衡阳市
3399A,2024-11-06T1200,112.6703,26.882,40,63,0.8,14,12,133,89,57,"颗粒物(PM10),细颗粒物(PM2.5)",师范学院,衡阳市
2608A,2024-11-06T1200,103.3772,23.3993,33,42,—,—,6,61,55,—,—,污水处理厂,红河哈尼族彝族自治州
2609A,2024-11-06T1200,103.3861,23.35,43,47,0.5,10,5,72,66,60,细颗粒物(PM2.5),监测站,红河哈尼族彝族自治州
3038A,2024-11-06T1200,103.3758,23.368,41,49,0.6,9,9,66,59,58,细颗粒物(PM2.5),州图书馆,红河哈尼族彝族自治州
1090A,2024-11-06T1200,111.6507,40.7517,15,31,0.5,28,13,63,26,31,—,呼市一监,呼和浩特市
1091A,2024-11-06T1200,111.6572,40.8033,20,41,0.6,34,13,53,20,41,—,小召,呼和浩特市
1094A,2024-11-06T1200,111.7516,40.8369,16,40,0.5,23,10,59,16,40,—,如意水处理厂,呼和浩特市
1095A,2024-11-06T1200,111.7276,40.8062,17,32,0.6,23,10,59,22,32,—,二十九中,呼和浩特市
1096A,2024-11-06T1200,111.5512,40.7866,22,56,—,30,—,56,14,—,—,工大金川校区,呼和浩特市
1097A,2024-11-06T1200,111.717,40.7612,15,39,0.6,32,13,56,28,39,—,化肥厂生活区,呼和浩特市
3698A,2024-11-06T1200,111.5968,40.8178,21,48,0.6,35,10,50,14,48,—,红旗小学,呼和浩特市
3699A,2024-11-06T1200,111.6518,40.8389,18,31,0.7,32,9,56,16,31,—,海东办,呼和浩特市
2192A,2024-11-06T1200,119.7594,49.2261,9,32,0.4,15,5,38,24,32,—,区环保局,呼伦贝尔市
3061A,2024-11-06T1200,119.7512,49.1577,9,18,0.2,5,6,51,29,18,—,国华电力东,呼伦贝尔市
1250A,2024-11-06T1200,120.0751,30.8669,8,17,0.3,11,7,97,44,31,—,城西水厂,湖州市
2873A,2024-11-06T1200,120.0875,30.8955,8,17,0.4,11,6,101,50,32,—,仁皇山新区,湖州市
2907A,2024-11-06T1200,120.1844,30.8596,14,23,0.5,11,8,84,61,27,—,吴兴区站,湖州市
3562A,2024-11-06T1200,120.4148,30.8538,11,19,0.3,19,4,81,56,26,—,南浔区站,湖州市
1607A,2024-11-06T1200,120.9092,40.7136,17,49,0.4,9,19,57,25,49,—,龙港区,葫芦岛市
1608A,2024-11-06T1200,120.8392,40.7514,31,46,0.7,22,52,47,20,46,—,化工街,葫芦岛市
1609A,2024-11-06T1200,120.8341,40.7073,23,68,0.4,17,30,54,24,59,颗粒物(PM10),新区,葫芦岛市
1610A,2024-11-06T1200,120.8695,40.7677,23,72,0.6,20,44,47,23,61,颗粒物(PM10),东城区,葫芦岛市
2482A,2024-11-06T1200,109.5981,27.5721,37,57,0.9,13,23,110,98,54,颗粒物(PM10),林科所,怀化市
2483A,2024-11-06T1200,109.9453,27.5444,46,66,0.7,15,15,112,84,64,细颗粒物(PM2.5),河西地税局,怀化市
2484A,2024-11-06T1200,109.9781,27.5342,47,65,0.6,11,12,118,93,65,细颗粒物(PM2.5),市四医院,怀化市
2485A,2024-11-06T1200,109.9972,27.5578,43,83,0.6,14,6,118,78,67,颗粒物(PM10),监测楼,怀化市
2486A,2024-11-06T1200,110.0394,27.583,39,66,0.6,13,13,112,64,58,颗粒物(PM10),市委党校,怀化市
1210A,2024-11-06T1200,119.036,33.5981,26,34,0.5,17,6,89,33,38,—,钵池山,淮安市
1211A,2024-11-06T1200,119.007,33.575,—,—,—,18,8,86,29,—,—,北京南路,淮安市
1212A,2024-11-06T1200,118.989,33.6067,24,36,0.7,24,10,80,25,36,—,市监测站,淮安市
1213A,2024-11-06T1200,119.135,33.5039,20,37,0.5,20,8,86,30,37,—,楚州区监测站,淮安市
1214A,2024-11-06T1200,119.0186,33.6297,31,41,0.7,26,6,83,27,45,—,淮阴区监测站,淮安市
3426A,2024-11-06T1200,118.8755,33.2894,20,30,0.5,22,7,83,43,30,—,新华书店,淮安市
2282A,2024-11-06T1200,116.8004,33.975,40,90,0.6,20,7,80,32,70,颗粒物(PM10),监测站,淮北市
2283A,2024-11-06T1200,116.8091,33.9007,42,65,0.3,29,10,—,22,—,—,烈山区政府,淮北市
3330A,2024-11-06T1200,116.8873,33.9836,36,74,0.4,16,8,88,29,62,颗粒物(PM10),杜集区检察院,淮北市
4017A,2024-11-06T1200,116.7923,33.9535,34,74,0.5,20,10,85,36,62,颗粒物(PM10),市博物馆,淮北市
2277A,2024-11-06T1200,116.8305,32.7727,36,62,0.5,19,10,92,40,56,颗粒物(PM10),潘集区政府,淮南市
2278A,2024-11-06T1200,117.0067,32.6524,63,69,—,15,12,93,55,—,—,师范学院,淮南市
2279A,2024-11-06T1200,116.8569,32.5951,24,57,0.5,16,9,85,44,54,颗粒物(PM10),谢家集区政府,淮南市
2280A,2024-11-06T1200,116.8281,32.633,26,53,0.4,13,11,93,49,52,颗粒物(PM10),八公山区政府,淮南市
2281A,2024-11-06T1200,116.6325,32.6201,30,51,0.1,19,6,71,33,51,颗粒物(PM10),焦岗湖风景区管理处,淮南市
2894A,2024-11-06T1200,117.0566,32.6531,30,66,0.5,12,9,91,46,58,颗粒物(PM10),经济技术开发区消防队,淮南市
3329A,2024-11-06T1200,117.0108,32.5893,20,52,0.3,16,4,93,64,51,颗粒物(PM10),山南新区,淮南市
2446A,2024-11-06T1200,114.9028,30.4742,26,60,0.6,—,—,109,74,—,—,职工中心,黄冈市
2929A,2024-11-06T1200,114.8858,30.4519,28,51,0.5,22,12,109,80,51,颗粒物(PM10),红卫路,黄冈市
3398A,2024-11-06T1200,114.9136,30.4445,25,64,0.6,16,14,115,82,57,颗粒物(PM10),市林业局,黄冈市
2295A,2024-11-06T1200,118.2903,29.6963,30,51,0.3,7,8,103,42,51,颗粒物(PM10),延安路89号,黄山市
2296A,2024-11-06T1200,118.327,29.7178,11,56,0.3,10,7,101,50,53,颗粒物(PM10),黄山东路89号,黄山市
2297A,2024-11-06T1200,118.1371,30.2756,17,36,0.3,9,8,100,31,36,—,黄山区政府5号楼,黄山市
2423A,2024-11-06T1200,115.0601,30.2313,23,60,0.8,24,13,106,68,55,颗粒物(PM10),沈家营,黄石市
2424A,2024-11-06T1200,115.0817,30.2006,22,49,0.5,16,13,120,87,49,—,陈家湾,黄石市
2426A,2024-11-06T1200,114.8988,30.2019,25,52,0.7,12,10,129,94,51,颗粒物(PM10),铁山,黄石市
2427A,2024-11-06T1200,115.0307,30.2092,19,54,0.8,24,19,104,87,52,颗粒物(PM10),团城山,黄石市
3149A,2024-11-06T1200,115.0235,30.1578,12,40,0.8,17,9,120,90,40,—,笔架山北路,黄石市
1392A,2024-11-06T1200,114.4183,23.0528,40,54,0.9,8,7,138,112,57,细颗粒物(PM2.5),河南岸金山湖子站,惠州市
1393A,2024-11-06T1200,114.4053,23.0822,37,56,1.0,10,7,140,117,53,"颗粒物(PM10),细颗粒物(PM2.5)",下埔横江三路子站,惠州市
1394A,2024-11-06T1200,114.4103,23.1142,38,54,0.8,11,8,146,122,54,细颗粒物(PM2.5),江北云山西路子站,惠州市
1395A,2024-11-06T1200,114.4645,22.7833,36,58,0.6,9,10,122,104,54,颗粒物(PM10),惠阳区承修路船湖子站,惠州市
1396A,2024-11-06T1200,114.5317,22.7422,—,—,—,11,5,122,109,—,—,大亚湾管委会子站,惠州市
3314A,2024-11-06T1200,114.4338,22.8134,36,46,0.7,10,8,132,114,52,细颗粒物(PM2.5),惠阳秋长,惠州市
3452A,2024-11-06T1200,114.6517,22.775,24,53,0.6,8,8,116,104,52,颗粒物(PM10),大亚湾霞涌,惠州市
2240A,2024-11-06T1200,130.9762,45.3001,3,13,0.1,2,6,47,43,15,—,环保局,鸡西市
2243A,2024-11-06T1200,130.9429,45.3039,3,6,0.1,4,6,51,43,16,—,第一中学,鸡西市
3707A,2024-11-06T1200,131.0207,45.3073,3,—,0.3,2,4,54,50,17,—,欧美日汽修厂,鸡西市
3709A,2024-11-06T1200,130.9967,45.3106,3,12,0.2,3,3,52,46,17,—,市政设施管理处,鸡西市
2367A,2024-11-06T1200,114.9754,27.0803,24,50,0.5,21,12,112,80,50,—,红声器材厂,吉安市
2368A,2024-11-06T1200,114.9658,27.0999,27,49,—,—,13,116,80,—,—,市森林工业局,吉安市
2369A,2024-11-06T1200,114.99,27.1312,23,48,0.4,23,13,114,80,48,—,市环境监测站,吉安市
2370A,2024-11-06T1200,115.0093,27.0968,21,60,0.6,19,12,113,74,55,颗粒物(PM10),青原区法院,吉安市
1772A,2024-11-06T1200,126.54,43.8622,14,27,0.4,10,6,52,31,27,—,哈达湾,吉林市
1773A,2024-11-06T1200,126.5844,43.8358,18,22,0.4,13,6,50,28,26,—,东局子,吉林市
1774A,2024-11-06T1200,126.5052,43.8245,17,21,0.5,7,5,53,24,25,—,电力学院,吉林市
1775A,2024-11-06T1200,126.6133,43.8972,30,51,0.5,17,11,47,23,51,颗粒物(PM10),江北,吉林市
1776A,2024-11-06T1200,126.555,43.8306,19,24,0.4,8,8,55,30,28,—,江南公园,吉林市
1778A,2024-11-06T1200,126.7061,43.7133,13,14,0.4,4,8,55,42,19,—,丰满,吉林市
2868A,2024-11-06T1200,126.4739,43.953,15,28,0.4,9,6,50,29,28,—,九站,吉林市
1299A,2024-11-06T1200,116.9862,36.6114,3,12,0.5,12,6,95,46,30,—,科干所,济南市
1300A,2024-11-06T1200,116.9376,36.665,3,32,0.6,38,6,72,21,32,—,农科所,济南市
1301A,2024-11-06T1200,117.1265,36.6734,15,34,0.5,34,5,66,34,34,—,开发区,济南市
1303A,2024-11-06T1200,117.0624,36.6868,12,34,0.4,29,3,70,24,34,—,省种子仓库,济南市
1304A,2024-11-06T1200,116.9489,36.6447,7,29,0.4,22,5,84,26,29,—,机床二厂,济南市
1305A,2024-11-06T1200,117.0495,36.663,10,37,0.8,41,5,68,31,37,—,市监测站,济南市
1306A,2024-11-06T1200,116.7675,36.5484,10,17,0.6,21,7,84,46,27,—,长清党校,济南市
1616A,2024-11-06T1200,117.6795,36.229,24,34,1.3,31,14,68,24,35,—,技术学院,济南市
1961A,2024-11-06T1200,117.532,36.6868,7,24,0.6,—,10,67,31,—,—,东山小学,济南市
3059A,2024-11-06T1200,117.7161,36.2049,14,39,0.7,25,12,78,24,39,—,泰兴公司,济南市
3064A,2024-11-06T1200,117.6867,36.2171,19,44,1.1,39,14,67,24,44,—,莱芜战役纪念馆,济南市
3494A,2024-11-06T1200,117.1673,36.9782,7,34,0.3,19,7,63,21,34,—,济阳区政府,济南市
3495A,2024-11-06T1200,117.1171,36.63,7,20,0.3,30,5,78,60,25,—,锦屏中学,济南市
3682A,2024-11-06T1200,116.9814,36.6819,7,22,0.6,33,3,68,22,22,—,济南四建,济南市
1653A,2024-11-06T1200,116.6251,35.4302,24,49,0.7,25,12,75,26,49,—,火炬城,济宁市
1655A,2024-11-06T1200,116.5491,35.4042,22,57,0.7,30,14,71,26,54,颗粒物(PM10),电化厂,济宁市
3500A,2024-11-06T1200,116.5814,35.3707,29,44,0.6,28,15,74,25,44,—,北湖一中,济宁市
3501A,2024-11-06T1200,116.8249,35.5593,18,63,0.7,31,10,72,23,57,颗粒物(PM10),服务中心,济宁市
3678A,2024-11-06T1200,116.5907,35.4054,29,53,0.8,20,8,81,28,52,颗粒物(PM10),市第七中学,济宁市
2255A,2024-11-06T1200,130.2751,46.8028,8,15,0.4,8,7,50,38,16,—,佳纺,佳木斯市
2256A,2024-11-06T1200,130.3995,46.8307,7,—,0.4,2,4,51,46,16,—,发电厂,佳木斯市
2257A,2024-11-06T1200,130.3258,46.7975,12,18,0.4,8,8,47,32,18,—,环保局,佳木斯市
2258A,2024-11-06T1200,130.3648,46.8032,11,—,0.4,8,5,50,39,16,—,十一中,佳木斯市
2259A,2024-11-06T1200,130.3794,46.7588,—,—,0.1,—,1,49,44,—,—,四丰,佳木斯市
1252A,2024-11-06T1200,120.7436,30.778,3,17,0.1,14,9,86,58,27,—,清河小学,嘉兴市
1253A,2024-11-06T1200,120.726,30.7478,8,22,0.4,12,5,83,58,26,—,嘉兴学院,嘉兴市
2872A,2024-11-06T1200,120.7846,30.7525,6,28,0.2,13,7,96,62,30,—,南湖区残联,嘉兴市
3407A,2024-11-06T1200,120.6916,30.7739,10,19,0.3,9,8,86,55,27,—,秀洲住建,嘉兴市
1945A,2024-11-06T1200,98.2908,39.7711,12,100,0.5,34,22,54,53,75,颗粒物(PM10),气象局,嘉峪关市
2884A,2024-11-06T1200,98.2672,39.7978,14,41,0.5,18,11,66,44,41,—,酒钢宾馆,嘉峪关市
3248A,2024-11-06T1200,98.2643,39.7724,—,—,0.4,—,10,64,46,—,—,雄关区,嘉峪关市
1383A,2024-11-06T1200,113.1064,22.6058,43,72,0.7,21,7,160,117,61,颗粒物(PM10),北街,江门市
1384A,2024-11-06T1200,113.0731,22.5835,31,92,0.6,23,7,152,113,71,颗粒物(PM10),西区,江门市
1385A,2024-11-06T1200,113.0219,22.5311,43,63,0.5,24,5,152,116,60,细颗粒物(PM2.5),圭峰西,江门市
1386A,2024-11-06T1200,113.0828,22.5947,45,69,0.6,21,8,155,114,63,细颗粒物(PM2.5),东湖,江门市
3311A,2024-11-06T1200,113.1075,22.5647,35,67,0.7,24,8,159,114,59,颗粒物(PM10),江海富民,江门市
3449A,2024-11-06T1200,113.05,22.4667,44,78,—,21,6,158,110,—,—,新会银湖,江门市
1828A,2024-11-06T1200,113.227,35.2125,52,105,0.4,27,9,78,36,78,颗粒物(PM10),市环保局,焦作市
1830A,2024-11-06T1200,113.1992,35.2590,52,64,0.8,20,13,86,69,72,细颗粒物(PM2.5),影视城,焦作市
3169A,2024-11-06T1200,113.2725,35.2067,46,66,0.6,—,7,73,23,—,—,太极体育中心,焦作市
3335A,2024-11-06T1200,113.3137,35.2641,60,83,0.5,23,23,79,42,82,细颗粒物(PM2.5),马村街道办,焦作市
3477A,2024-11-06T1200,113.1656,35.2539,42,79,0.4,13,12,82,47,65,颗粒物(PM10),中站许衡医院,焦作市
3981A,2024-11-06T1200,113.2449,35.1803,45,104,—,—,—,—,18,—,—,原李万街道办,焦作市
1708A,2024-11-06T1200,116.3701,23.5345,32,59,0.8,18,12,113,84,55,颗粒物(PM10),新兴,揭阳市
1709A,2024-11-06T1200,116.3264,23.5443,—,—,0.8,12,—,108,88,—,—,西马,揭阳市
1710A,2024-11-06T1200,116.3611,23.5626,30,49,0.8,10,12,108,82,49,—,东兴,揭阳市
1711A,2024-11-06T1200,116.4151,23.5294,32,69,0.7,18,11,121,85,60,颗粒物(PM10),渔湖,揭阳市
3320A,2024-11-06T1200,116.403,23.5699,32,52,0.8,18,17,117,84,51,颗粒物(PM10),曲溪,揭阳市
1944A,2024-11-06T1200,102.1692,38.5167,73,158,0.3,56,127,83,41,104,颗粒物(PM10),天庆家园,金昌市
3170A,2024-11-06T1200,102.1864,38.5253,65,147,0.7,41,78,66,56,99,颗粒物(PM10),市委党校,金昌市
4022A,2024-11-06T1200,102.1647,38.5371,76,284,0.7,—,—,80,45,167,颗粒物(PM10),金川区人防中心,金昌市
1262A,2024-11-06T1200,119.647,29.077,25,52,0.4,25,5,102,42,51,颗粒物(PM10),十五中,金华市
1263A,2024-11-06T1200,119.686,29.1029,24,49,0.5,19,6,99,34,49,—,监测站,金华市
3659A,2024-11-06T1200,119.656,29.1131,20,49,0.7,27,6,98,34,49,—,气象局,金华市
1767A,2024-11-06T1200,121.1115,41.0879,21,62,—,18,12,51,20,—,—,南山,锦州市
1768A,2024-11-06T1200,121.0533,40.8434,27,30,0.6,17,26,51,25,39,—,开发区,锦州市
1769A,2024-11-06T1200,121.1836,41.1119,17,52,0.6,14,12,50,19,51,颗粒物(PM10),百股街道,锦州市
1770A,2024-11-06T1200,121.1178,41.1222,22,40,0.7,23,14,45,22,40,—,天安街道,锦州市
1771A,2024-11-06T1200,121.1303,41.1386,23,60,0.5,—,17,43,21,—,—,北湖公园,锦州市
2160A,2024-11-06T1200,112.85,35.5051,29,54,0.7,20,9,99,25,52,颗粒物(PM10),自来水公司,晋城市
2161A,2024-11-06T1200,112.8318,35.4936,36,71,0.5,24,8,96,32,61,颗粒物(PM10),白云商贸,晋城市
2162A,2024-11-06T1200,112.8508,35.4887,31,57,0.6,20,—,100,23,—,—,市环保局,晋城市
2163A,2024-11-06T1200,112.8676,35.4897,19,50,0.6,22,8,97,25,50,—,技术学院,晋城市
3620A,2024-11-06T1200,112.8271,35.4828,34,69,0.8,18,9,88,29,60,颗粒物(PM10),泽州一中,晋城市
2171A,2024-11-06T1200,112.7532,37.6945,41,78,0.7,36,17,66,33,64,颗粒物(PM10),锦纶小区,晋中市
2173A,2024-11-06T1200,112.7249,37.7067,29,88,0.7,48,14,48,21,69,颗粒物(PM10),南都小区,晋中市
2174A,2024-11-06T1200,112.6991,37.6982,28,92,0.8,44,14,53,25,71,颗粒物(PM10),榆次区政府,晋中市
2865A,2024-11-06T1200,112.7195,37.6828,41,85,—,33,16,60,28,—,—,榆次三中,晋中市
2439A,2024-11-06T1200,112.2014,31.0481,54,99,0.6,23,15,99,50,75,颗粒物(PM10),竹园小学,荆门市
2440A,2024-11-06T1200,112.1969,30.9891,50,90,0.5,24,13,—,74,—,—,掇刀,荆门市
2441A,2024-11-06T1200,112.2213,31.0386,59,113,0.5,26,14,105,59,82,颗粒物(PM10),石化一小,荆门市
3012A,2024-11-06T1200,112.1849,31.0362,50,91,0.4,30,10,99,78,71,颗粒物(PM10),西山林语,荆门市
3547A,2024-11-06T1200,112.1632,31.0138,61,95,0.6,26,14,111,66,83,细颗粒物(PM2.5),龙泉中学南校,荆门市
1844A,2024-11-06T1200,112.2494,30.3197,63,64,0.8,25,10,100,59,85,细颗粒物(PM2.5),市图书馆,荆州市
1845A,2024-11-06T1200,112.2008,30.3544,—,—,—,20,9,117,47,—,—,市委党校,荆州市
3194A,2024-11-06T1200,112.2747,30.3122,59,67,0.7,26,16,100,50,80,细颗粒物(PM2.5),管委会,荆州市
3548A,2024-11-06T1200,112.1655,30.3364,52,99,0.7,—,12,115,49,—,—,学苑路,荆州市
2343A,2024-11-06T1200,117.2117,29.2933,18,41,0.2,7,6,95,70,41,—,老干部活动中心,景德镇市
2344A,2024-11-06T1200,117.1894,29.2789,17,43,0.2,6,7,94,69,43,—,兽医站,景德镇市
2345A,2024-11-06T1200,117.1547,29.2617,9,36,0.4,9,6,88,65,36,—,台达陶瓷,景德镇市
2346A,2024-11-06T1200,117.2461,29.2956,14,25,0.3,6,6,91,45,29,—,陶研所,景德镇市
1803A,2024-11-06T1200,115.9872,29.6815,27,69,0.5,—,—,103,64,—,—,十里,九江市
1804A,2024-11-06T1200,115.9584,29.7046,28,51,0.7,17,10,94,66,51,颗粒物(PM10),茅山头,九江市
1805A,2024-11-06T1200,115.9877,29.7295,22,54,0.4,16,11,106,74,52,颗粒物(PM10),西园,九江市
1806A,2024-11-06T1200,116.0172,29.6547,24,53,0.7,19,12,97,70,52,颗粒物(PM10),五七二七厂,九江市
1808A,2024-11-06T1200,115.9114,29.6038,27,48,0.6,19,20,106,67,48,—,综合工业园,九江市
1809A,2024-11-06T1200,116.0721,29.7535,34,58,0.7,22,12,96,64,54,颗粒物(PM10),石化总厂,九江市
1810A,2024-11-06T1200,115.9773,29.5698,12,58,1.1,3,20,125,115,54,颗粒物(PM10),庐山气象台,九江市
3190A,2024-11-06T1200,116.0254,29.6994,21,43,0.5,18,4,95,63,43,—,外国语学校,九江市
2658A,2024-11-06T1200,98.5061,39.7443,31,90,0.9,32,30,58,46,70,颗粒物(PM10),仓门街子站,酒泉市
2659A,2024-11-06T1200,98.4989,39.7256,27,92,0.7,32,22,59,45,71,颗粒物(PM10),油田生活基地,酒泉市
2698A,2024-11-06T1200,76.0072,39.4467,57,200,1.4,57,12,18,5,125,颗粒物(PM10),巡警大队,喀什地区
2699A,2024-11-06T1200,75.9755,39.4694,69,211,1.4,62,—,14,4,131,颗粒物(PM10),吾办,喀什地区
4027A,2024-11-06T1200,75.9483,39.4689,67,302,1.9,70,5,14,12,176,颗粒物(PM10),老干局,喀什地区
1824A,2024-11-06T1200,114.3389,34.7781,57,77,0.5,25,8,86,28,78,细颗粒物(PM2.5),肿瘤医院,开封市
1826A,2024-11-06T1200,114.2885,34.7965,65,78,0.4,25,4,88,39,88,细颗粒物(PM2.5),世纪星幼儿园,开封市
3147A,2024-11-06T1200,114.3438,34.8106,70,93,0.7,26,6,86,30,94,细颗粒物(PM2.5),龙亭公园,开封市
3210A,2024-11-06T1200,114.3644,34.7964,62,88,0.5,22,7,88,34,84,细颗粒物(PM2.5),汴京公园,开封市
3473A,2024-11-06T1200,114.2485,34.8306,59,78,0.4,24,7,90,37,80,细颗粒物(PM2.5),技师学院,开封市
3592A,2024-11-06T1200,114.4644,34.7556,68,106,0.5,28,6,87,27,92,细颗粒物(PM2.5),祥符区生态环境局,开封市
1951A,2024-11-06T1200,84.895,45.6094,—,—,0.8,41,8,10,21,—,—,长征新村,克拉玛依市
1952A,2024-11-06T1200,84.8988,45.5893,26,62,1.1,45,5,10,9,56,颗粒物(PM10),南林小区,克拉玛依市
1954A,2024-11-06T1200,84.905,44.3396,27,62,0.6,31,40,63,81,56,颗粒物(PM10),独山子区,克拉玛依市
1955A,2024-11-06T1200,85.6979,46.098,22,55,0.6,22,5,27,16,53,颗粒物(PM10),乌尔禾区商贸楼,克拉玛依市
3612A,2024-11-06T1200,85.1045,45.6899,18,64,0.6,38,10,9,12,57,颗粒物(PM10),白碱滩区新站,克拉玛依市
2697A,2024-11-06T1200,76.1454,39.7142,79,173,0.8,24,86,59,77,112,颗粒物(PM10),市人民政府,克孜勒苏柯尔克孜自治州
3665A,2024-11-06T1200,76.1658,39.7157,59,155,0.9,52,23,46,76,103,颗粒物(PM10),克州文化中心,克孜勒苏柯尔克孜自治州
1450A,2024-11-06T1200,102.8204,24.8886,31,35,0.6,10,4,80,69,45,—,呈贡新区,昆明市
1452A,2024-11-06T1200,102.7252,25.0902,31,42,0.7,17,7,60,42,45,—,龙泉镇,昆明市
1453A,2024-11-06T1200,102.7266,25.0375,33,48,0.7,20,7,69,50,48,—,东风东路,昆明市
1454A,2024-11-06T1200,102.6742,25.0669,31,55,0.7,32,3,—,47,—,—,金鼎山,昆明市
1455A,2024-11-06T1200,102.6644,25.0401,37,48,0.6,24,4,65,50,53,细颗粒物(PM2.5),碧鸡广场,昆明市
3179A,2024-11-06T1200,102.7494,25.0119,36,58,0.6,20,6,76,47,54,颗粒物(PM10),官渡区博物馆,昆明市
3375A,2024-11-06T1200,102.8017,24.8336,29,35,0.5,8,4,86,53,42,—,青年创业园,昆明市
